accession	gene_name
WP_058870124	adeJ
WP_086208129	adeJ
WP_050041515	adeJ
WP_004664507	adeJ
WP_087536965	adeJ
OHC22815	adeJ
WP_004695430	adeJ
WP_075696744	adeJ
WP_087546561	adeJ
WP_034699694	adeJ
OFW47255	adeJ
WP_039047822	adeJ
WP_087543298	adeJ
WP_004755952	adeJ
WP_016165765	adeJ
WP_065994953	adeJ
WP_087540602	adeJ
WP_004963654	adeJ
WP_061523639	adeJ
WP_005402186	adeJ
WP_005161825	adeJ
WP_065343733	adeJ
WP_062033944	adeJ
WP_042892814	adeJ
WP_004908452	adeJ
WP_004950746	adeJ
WP_061516972	adeJ
WP_005243847	adeJ
WP_004652236	adeJ
WP_004681539	adeJ
WP_078425283	adeJ
WP_008307568	adeJ
WP_004982865	adeJ
WP_061518032	adeJ
WP_005205917	adeJ
WP_016651042	adeJ
WP_010327335	adeJ
WP_078389121	adeJ
WP_086202999	adeJ
WP_005055713	adeJ
WP_005208520	adeJ
WP_005192618	adeJ
WP_033133585	adeJ
WP_004819549	adeJ
WP_004996467	adeJ
WP_038342746	adeJ
WP_004877001	adeJ
WP_062846675	adeJ
WP_004775216	adeJ
WP_005296345	adeJ
WP_043972298	adeJ
WP_004803107	adeJ
WP_034615665	adeJ
WP_047429600	adeJ
WP_005259238	adeJ
WP_096733404	adeJ
WP_068911947	adeJ
WP_087526374	adeJ
WP_087012679	adeJ
WP_005288574	adeJ
WP_005227057	adeJ
WP_005400362	adeJ
WP_005150276	adeJ
WP_005269585	adeJ
WP_005329229	adeJ
WP_004674971	adeJ
WP_004722571	adeJ
WP_044436056	adeJ
WP_005011546	adeJ
WP_089603829	adeJ
WP_067668458	adeJ
WP_076753995	adeJ
WP_075167549	adeJ
WP_005176084	adeJ
WP_094148965	adeJ
WP_071320205	adeJ
WP_005236901	adeJ
WP_075174408	adeJ
WP_010113096	adeJ
WP_048882387	adeJ
WP_044108566	adeJ
WP_004814850	adeJ
WP_087619015	adeJ
WP_016659891	adeJ
WP_045795817	adeJ
WP_005252606	adeJ
WP_005247787	adeJ
WP_004784907	adeJ
WP_005263559	adeJ
WP_005265905	adeJ
WP_087553167	adeJ
WP_005104013	adeJ
WP_004731918	adeJ
WP_078191395	adeJ
WP_068974444	adeJ
WP_085064700	adeJ
WP_004280646	adeJ
WP_005106293	adeJ
WP_071850754	adeJ
WP_097077897	adeJ
WP_074383418	adeJ
WP_075040931	adeJ
WP_005097783	adeJ
WP_034683370	adeJ
WP_078192210	adeJ
WP_005406970	adeJ
WP_005015879	adeJ
WP_034675762	adeJ
WP_034671971	adeJ
WP_067764404	adeJ
WP_015378085	smfY
WP_076740771	smfY
WP_021503842	smfY
WP_088381659	smfY
WP_049242986	smfY
WP_075685669	smfY
WP_049187823	smfY
WP_004932129	smfY
WP_033632877	smfY
WP_044031107	smfY
WP_060559744	smfY
WP_079449795	smfY
WP_048323793	smfY
WP_033640120	smfY
WP_072627535	smfY
WP_094142702	smfY
WP_033643294	smfY
WP_048795046	smfY
WP_016927498	smfY
WP_046898920	smfY
WP_047574936	smfY
WP_097101899	smfY
WP_033650228	smfY
WP_042784699	smfY
WP_025303068	smfY
WP_049295759	smfY
WP_049207085	smfY
WP_019452734	smfY
WP_074054055	smfY
WP_049212674	smfY
WP_070913647	smfY
WP_041035404	smfY
WP_033634780	smfY
WP_038877262	smfY
WP_060421063	smfY
WP_060430378	smfY
WP_089187314	smfY
WP_043147562	smfY
WP_047730558	smfY
WP_048234241	smfY
WP_060434805	smfY
WP_048321658	smfY
WP_060436422	smfY
KGY56647	smfY
OCN23578	smfY
WP_049199085	smfY
WP_064290000	smfY
WP_063990104	smfY
WP_049273067	smfY
SAY43490	smfY
WP_073534919	smfY
WP_061794477	smfY
OKP23053	smfY
WP_044551696	smfY
WP_020827173	smfY
WP_061069109	smfY
WP_048758641	smfY
WP_041418962	smfY
WP_026142398	smfY
WP_099062842	smfY
WP_037425735	smfY
CUW21017	smfY
WP_085117074	smfY
WP_006321176	smfY
OJT45335	smfY
WP_081372807	smfY
WP_013813201	smfY
WP_063201100	smfY
WP_020439158	smfY
WP_062791843	smfY
WP_064799913	smfY
AHY07730	smfY
WP_004945292	smfY
WP_062871031	smfY
WP_025635254	vmeB
WP_069513740	vmeB
WP_069537854	vmeB
WP_029861293	vmeB
WP_058964588	vmeB
KOE91808	vmeB
WP_029835285	vmeB
WP_065767245	vmeB
WP_025609729	vmeB
WP_078531863	vmeB
WP_025611756	vmeB
WP_005477950	vmeB
WP_015296500	vmeB
WP_025639708	vmeB
WP_078557820	vmeB
WP_069532480	vmeB
WP_069539969	vmeB
WP_068865474	vmeB
WP_053320739	vmeB
WP_029851948	vmeB
WP_029806519	vmeB
WP_042771973	vmeB
WP_070225865	vmeB
WP_064490390	vmeB
WP_025524582	vmeB
WP_069537330	vmeB
WP_069488922	vmeB
WP_029850116	vmeB
WP_083151142	vmeB
WP_069529247	vmeB
WP_062906026	vmeB
WP_053320284	vmeB
WP_031830949	vmeB
WP_025789111	vmeB
WP_024699934	vmeB
WP_065766666	vmeB
WP_005459895	vmeB
WP_021449308	vmeB
WP_069497934	vmeB
WP_025562232	vmeB
WP_025546109	vmeB
WP_077281289	vmeB
WP_069535174	vmeB
WP_062907821	vmeB
WP_053321176	vmeB
WP_047123442	vmeB
WP_029831353	vmeB
WP_069538317	vmeB
WP_053306278	vmeB
WP_069525028	vmeB
WP_029815967	vmeB
WP_031812197	vmeB
WP_020903998	vmeB
WP_069492251	vmeB
WP_046265107	vmeB
WP_029845747	vmeB
WP_072875458	vmeB
WP_069550553	vmeB
WP_086590658	vmeB
WP_071651929	vmeB
WP_057619257	vmeB
WP_042780979	vmeB
WP_042763655	vmeB
WP_005485901	vmeB
WP_078235354	vmeB
WP_072847667	vmeB
WP_069541148	vmeB
WP_029822780	vmeB
WP_078533347	vmeB
WP_031821732	vmeB
WP_069544370	vmeB
WP_069493951	vmeB
WP_029824718	vmeB
WP_029847840	vmeB
WP_025796325	vmeB
WP_031813471	vmeB
WP_054394995	vmeB
WP_097371732	vmeB
WP_062855396	vmeB
WP_089202105	vmeB
WP_075983866	vmeB
WP_031849102	vmeB
WP_025587955	vmeB
WP_025818133	vmeB
WP_065771311	vmeB
WP_025604468	vmeB
WP_069510398	vmeB
WP_075110930	vmeB
KOY33798	vmeB
WP_069508409	vmeB
WP_053315784	vmeB
WP_021453638	vmeB
WP_069494765	vmeB
WP_053319273	vmeB
WP_029795769	vmeB
WP_025521160	vmeB
WP_065765004	vmeB
WP_085576915	vmeB
WP_053317151	vmeB
WP_031846737	vmeB
WP_069494920	vmeB
WP_053816257	vmeB
WP_025537196	vmeB
WP_069490468	vmeB
WP_029803431	vmeB
WP_023585417	vmeB
WP_045626810	vmeB
WP_025505790	vmeB
WP_045606242	vmeB
WP_029828483	vmeB
WP_025637819	vmeB
WP_025553037	vmeB
WP_031418692	vmeB
WP_080534491	vmeB
WP_005450200	vmeB
WP_045453138	vmeB
WP_045378028	vmeB
WP_050909929	vmeB
GAK20755	vmeB
WP_009842666	vmeB
WP_017188233	vmeB
WP_050908545	vmeB
WP_029789086	vmeB
WP_050923017	vmeB
WP_069219298	vmeB
WP_050941305	vmeB
WP_069686978	vmeB
WP_053052885	vmeB
WP_074050298	vmeB
WP_049535742	vmeB
WP_038885102	vmeB
WP_088881033	vmeB
WP_085319813	vmeB
WP_009698225	vmeB
WP_045488106	vmeB
WP_071235655	vmeB
WP_047478880	vmeB
WP_038889556	vmeB
EKM32318	vmeB
WP_005426215	vmeB
WP_061065768	vmeB
WP_045388036	vmeB
WP_050917908	vmeB
WP_045397915	vmeB
WP_054822790	vmeB
WP_045368439	vmeB
WP_077261676	vmeB
WP_042600876	vmeB
WP_039841632	vmeB
WP_050913542	vmeB
WP_077200911	vmeB
WP_038896367	vmeB
WP_050904505	vmeB
WP_009707045	vmeB
WP_038875694	vmeB
WP_010447349	vmeB
WP_051117630	vmeB
WP_038866955	vmeB
WP_061034948	vmeB
WP_005437050	vmeB
WP_045418126	vmeB
WP_039975122	vmeB
WP_012127569	vmeB
WP_063344573	vmeB
WP_042605044	vmeB
WP_021017824	vmeB
WP_054576391	vmeB
WP_005378264	vmeB
WP_012841968	vmeB
WP_065645377	vmeB
WP_047008569	vmeB
WP_054577971	vmeB
WP_047100814	vmeB
WP_054575119	vmeB
WP_053307462	vmeB
WP_042763417	vmeB
WP_048626202	vmeB
WP_085343588	vmeB
WP_046874752	vmeB
WP_045465212	vmeB
WP_045424088	vmeB
WP_045400769	vmeB
WP_047877382	vmeB
KOY47061	vmeB
WP_047874946	vmeB
GAJ77095	vmeB
WP_098415306	vmeB
WP_086677647	vmeB
GAK14934	vmeB
WP_065302175	vmeB
WP_010646182	vmeB
WP_005528898	vmeB
WP_020332918	vmeB
WP_014231450	vmeB
WP_017448300	vmeA
WP_025521159	vmeA
WP_024699935	vmeA
WP_069546693	vmeA
WP_025571704	vmeA
WP_078533346	vmeA
WP_047724508	vmeA
WP_029861292	vmeA
WP_025624464	vmeA
WP_025541827	vmeA
WP_025524581	vmeA
WP_077672024	vmeA
WP_065870510	vmeA
WP_029825881	vmeA
WP_025637771	vmeA
WP_025576466	vmeA
WP_025639705	vmeA
WP_031854277	vmeA
WP_005495784	vmeA
WP_042763656	vmeA
WP_047123441	vmeA
WP_021485332	vmeA
WP_025587954	vmeA
WP_031857295	vmeA
WP_053340601	vmeA
WP_025552587	vmeA
WP_025541136	vmeA
WP_078557821	vmeA
WP_029833594	vmeA
WP_031845421	vmeA
WP_069501530	vmeA
WP_025634402	vmeA
EDM58228	vmeA
WP_062889371	vmeA
WP_029856760	vmeA
WP_025789110	vmeA
WP_005477962	vmeA
WP_069497933	vmeA
WP_029838905	vmeA
WP_025627259	vmeA
WP_069534605	vmeA
WP_083151143	vmeA
WP_029805455	vmeA
WP_029795768	vmeA
WP_025537195	vmeA
WP_045606245	vmeA
WP_071161307	vmeA
WP_070225866	vmeA
WP_069541149	vmeA
WP_065771712	vmeA
WP_053306279	vmeA
WP_029824055	vmeA
WP_069525027	vmeA
WP_042766737	vmeA
WP_077281290	vmeA
WP_069505611	vmeA
WP_025609730	vmeA
WP_086458717	vmeA
WP_069494918	vmeA
WP_046821036	vmeA
WP_069535173	vmeA
WP_029857959	vmeA
WP_041953935	vmeA
WP_031850052	vmeA
WP_069538319	vmeA
WP_031844093	vmeA
WP_029848679	vmeA
WP_086585642	vmeA
WP_065765005	vmeA
WP_029803432	vmeA
WP_025621174	vmeA
WP_080257348	vmeA
WP_029849816	vmeA
WP_069494763	vmeA
WP_069505439	vmeA
WP_031777581	vmeA
WP_025637821	vmeA
EFO44252	vmeA
WP_005390787	vmeA
WP_046874751	vmeA
WP_053807186	vmeA
WP_042763416	vmeA
WP_098415305	vmeA
WP_065645378	vmeA
WP_025766899	vmeA
WP_054576390	vmeA
WP_005388411	vmeA
WP_042522092	vmeA
WP_053349487	vmeA
ARO98034	vmeA
WP_045400767	vmeA
WP_038885104	vmeA
WP_006742894	vmeA
WP_047008568	vmeA
WP_064353779	vmeA
WP_085569606	vmeA
WP_064368016	vmeA
AGV15973	vmeA
WP_065274363	vmeA
WP_033905065	vmeA
WP_071235656	vmeA
WP_045388039	vmeA
WP_005378265	vmeA
WP_042600878	vmeA
WP_053052884	vmeA
WP_039841631	vmeA
WP_088881034	vmeA
WP_009707046	vmeA
WP_029789085	vmeA
WP_038898123	vmeA
WP_020195666	vmeA
WP_061008030	vmeA
WP_039975123	vmeA
WP_045409648	vmeA
WP_005426089	vmeA
WP_009700446	vmeA
WP_050923016	vmeA
WP_010447348	vmeA
WP_045418123	vmeA
WP_069219299	vmeA
WP_017188234	vmeA
WP_005437049	vmeA
WP_042605045	vmeA
WP_095759898	vmeA
WP_038866953	vmeA
WP_009698226	vmeA
WP_047513390	vmeA
WP_005450202	vmeA
WP_045378026	vmeA
WP_081233866	vmeA
WP_038889557	vmeA
WP_039987921	vmeA
WP_078607613	vmeA
WP_012127568	vmeA
WP_045397912	vmeA
WP_010646184	vmeA
WP_079401172	vmeA
WP_014231449	vmeA
WP_051117631	vmeA
WP_065299436	vmeA
GAL05543	vmeA
WP_009842667	vmeA
WP_005528900	vmeA
CAJ77855	adeH
ELX07092	adeH
KMV27238	adeH
EXE40964	adeH
EXA63468	adeH
EXS58858	adeH
EKP36641	adeH
AEP07158	adeH
WP_000633128	adeH
ETQ81972	adeH
AGH36190	adeH
EJG11757	adeH
EXX14523	adeH
EKP62410	adeH
EJP43899	adeH
EJG18603	adeH
EKA67239	adeH
EXW44366	adeH
WP_078215078	adeH
EEX04258	adeH
WP_000633135	adeH
EXR49232	adeH
EXG92789	adeH
EXT13183	adeH
WP_025467625	adeH
EYD12780	adeH
EXR73881	adeH
WP_031993181	adeH
WP_000633127	adeH
WP_086377173	adeH
WP_062936604	adeH
WP_031977145	adeH
WP_032068012	adeH
WP_031962670	adeH
WP_025466976	adeH
WP_021511562	adeH
WP_000633122	adeH
AOM85247	adeH
EXT84324	adeH
EXH91874	adeH
WP_023896423	adeH
EXW92645	adeH
EXV84825	adeH
EXT35086	adeH
WP_075400066	adeH
WP_004840631	adeH
WP_000633124	adeH
WP_057246081	adeH
EXR06828	adeH
EXE85358	adeH
KCY22276	adeH
EXH44647	adeH
EXH51199	adeH
ETQ74001	adeH
AGQ07354	adeH
WP_098713962	adeH
EXC69834	adeH
WP_032037816	adeH
WP_017816363	adeH
WP_000633136	adeH
WP_000633120	adeH
WP_000633131	adeH
WP_064192859	adeH
WP_000633129	adeH
WP_000633126	adeH
WP_039211463	adeH
WP_031992412	adeH
WP_000633111	adeH
WP_000633117	adeH
WP_000633118	adeH
WP_000633130	adeH
WP_000633114	adeH
WP_031990385	adeH
WP_030423597	adeH
WP_032024310	adeH
WP_000633123	adeH
WP_065725541	adeH
WP_032025662	adeH
WP_032022420	adeH
WP_032020906	adeH
WP_031990904	adeH
WP_024433601	adeH
WP_031973310	adeH
WP_031951844	adeH
WP_005138434	adeH
WP_094069431	adeH
WP_032022788	adeH
WP_032018491	adeH
WP_032021317	adeH
WP_000246701	adeH
ETR83340	adeH
ALH22604	adeH
EYD53214	adeH
EXE89876	adeH
WP_031966232	adeH
WP_000633119	adeH
EXD13902	adeH
WP_038346720	adeH
WP_000633132	adeH
EKL41397	adeH
WP_098731955	adeH
WP_078209293	adeH
WP_071243442	adeH
WP_065087037	adeH
WP_064479107	adeH
WP_057065195	adeH
WP_005109712	adeH
WP_086262585	adeH
WP_058062041	adeH
ETR00478	adeH
WP_032050922	adeH
EXI40500	adeH
WP_000633116	adeH
WP_070165941	adeH
WP_032033328	adeH
WP_000633113	adeH
WP_000633112	adeH
BAP65987	adeH
WP_017725056	adeH
WP_072617715	adeH
WP_057692631	adeH
WP_032035508	adeH
EMT95768	adeH
EXB70884	adeH
EKK13635	adeH
WP_031972249	adeH
EXB93086	adeH
ELW87631	adeH
WP_022575369	adeH
ELW84820	adeH
WP_032060614	adeH
WP_087606872	adeH
WP_032044434	adeH
WP_000633115	adeH
WP_033852041	adeH
WP_038405908	adeH
WP_032058092	adeH
WP_032009465	adeH
WP_031976549	adeH
WP_045543907	adeH
EXT71793	adeH
WP_042075315	adeH
WP_017393824	adeH
WP_065184629	adeH
WP_000633134	adeH
WP_000633133	adeH
WP_032010225	adeH
WP_031952941	adeH
WP_031958089	adeH
WP_025467740	adeH
WP_038347925	adeH
WP_039247104	adeH
EXH15161	adeH
WP_004707803	adeH
WP_031996679	adeH
WP_005128252	adeH
WP_029424514	adeH
WP_078202629	adeH
WP_002132068	adeH
EXE76665	adeH
WP_004886187	adeH
WP_016804384	adeH
WP_033855808	adeH
WP_057065954	adeH
WP_083008484	adeH
WP_031982649	adeH
WP_077162997	adeH
WP_086394940	adeH
WP_032055438	adeH
WP_039250895	adeH
WP_019457148	adeH
WP_032035687	adeH
WP_069140766	adeH
WP_075383603	adeH
WP_004700477	adeH
WP_068933481	adeH
WP_086376954	adeH
WP_002118226	adeH
WP_057084843	adeH
WP_017398598	adeH
WP_077169432	adeH
WP_068929512	adeH
WP_068530790	adeH
WP_057070116	adeH
WP_069031185	adeH
WP_064785275	adeH
WP_032004605	adeH
WP_014207235	adeH
WP_031968619	adeH
WP_086221974	adeH
WP_086337731	adeH
WP_044101022	adeH
WP_087399945	adeH
WP_049066100	adeH
WP_046811642	adeH
WP_086265833	adeH
WP_057062037	adeH
WP_017386534	adeH
WP_069036081	adeH
WP_078221155	adeH
WP_005073440	adeH
WP_086355384	adeH
WP_017480756	adeH
WP_068563357	adeH
WP_032053370	adeH
WP_033847643	adeH
WP_086399183	adeH
WP_063099234	adeH
WP_068976392	adeH
WP_057074420	adeH
WP_061875730	adeH
WP_060464744	adeH
WP_009389798	adeH
WP_057105887	adeH
WP_042897205	adeH
WP_013197219	adeH
WP_031948922	adeH
WP_081173182	adeH
WP_087087752	adeH
KKC45209	adeH
WP_039758930	adeH
WP_032052287	adeH
WP_005039332	adeH
WP_068613576	adeH
WP_005307084	adeH
WP_016145912	adeH
WP_005068237	adeH
WP_045430100	adeH
WP_005046077	adeH
WP_080027505	adeH
WP_062849893	adeH
WP_004791175	adeH
WP_092706256	adeH
WP_056481170	adeH
WP_016137533	adeH
WP_004643488	adeH
WP_016140471	adeH
WP_017387969	adeH
WP_003650658	adeH
WP_005211214	adeH
WP_005273569	adeH
WP_005321680	adeH
WP_005287475	adeH
WP_005150849	adeH
WP_062848282	adeH
WP_005239021	adeH
WP_005190626	adeH
OJU91396	adeH
WP_069576128	adeH
WP_004805369	adeH
WP_009514873	adeH
WP_016652791	adeH
WP_005292483	adeH
WP_016541854	adeH
WP_005258699	adeH
WP_065342562	adeH
WP_032874244	adeH
WP_004654898	adeH
WP_005231484	adeH
WP_005217794	adeH
WP_087548268	adeH
WP_005205235	adeH
WP_046739550	adeH
WP_070076285	adeH
WP_016164415	adeH
WP_033134767	adeH
WP_047428918	adeH
WP_004773539	adeH
WP_032882731	adeH
WP_032866497	adeH
EXB48572	adeH
WP_061398317	adeH
WP_061525453	adeH
WP_007481321	adeH
WP_061518301	adeH
WP_001027069	adeG
WP_001027060	adeG
WP_024432639	adeG
WP_064534652	adeG
KZA25819	adeG
WP_031999477	adeG
WP_029424513	adeG
WP_065184630	adeG
WP_006581084	adeG
WP_004886189	adeG
WP_086230180	adeG
WP_031971613	adeG
WP_001027059	adeG
WP_031993180	adeG
WP_001027062	adeG
WP_057050310	adeG
WP_038342022	adeG
WP_005138437	adeG
WP_005134958	adeG
WP_098713963	adeG
WP_032009466	adeG
WP_001027056	adeG
WP_058062040	adeG
WP_043053719	adeG
WP_031380150	adeG
WP_031969349	adeG
WP_023060578	adeG
WP_001027063	adeG
WP_062936603	adeG
WP_001027070	adeG
WP_059264964	adeG
WP_024439192	adeG
WP_031968002	adeG
WP_032032724	adeG
WP_002049365	adeG
WP_033846056	adeG
WP_031959365	adeG
WP_001027061	adeG
WP_017393823	adeG
WP_001027058	adeG
WP_057048922	adeG
WP_022575370	adeG
WP_086262285	adeG
WP_032068992	adeG
WP_045124472	adeG
WP_031998386	adeG
WP_002045801	adeG
WP_001027055	adeG
WP_071226188	adeG
WP_032037813	adeG
WP_031956705	adeG
WP_087749396	adeG
WP_031959807	adeG
WP_031954549	adeG
WP_004707804	adeG
WP_032000928	adeG
WP_032007540	adeG
WP_031957641	adeG
WP_031986957	adeG
WP_079548827	adeG
WP_031962369	adeG
WP_002059009	adeG
WP_086264206	adeG
WP_031975884	adeG
WP_042068542	adeG
WP_031956772	adeG
WP_065042485	adeG
WP_032029384	adeG
WP_031971013	adeG
WP_031986978	adeG
WP_019204856	adeG
WP_063959138	adeG
WP_032031945	adeG
WP_032044436	adeG
WP_079865116	adeG
EXD13895	adeG
WP_053530935	adeG
WP_078202628	adeG
WP_032010224	adeG
WP_077109114	adeG
WP_071210131	adeG
WP_031996801	adeG
WP_001027052	adeG
WP_096640814	adeG
WP_001027067	adeG
WP_065708180	adeG
WP_057078226	adeG
WP_032029992	adeG
WP_031982651	adeG
WP_031987353	adeG
WP_001027057	adeG
WP_064192860	adeG
WP_031977143	adeG
WP_032021674	adeG
WP_005119943	adeG
WP_032045517	adeG
WP_083008485	adeG
WP_031953681	adeG
WP_032049306	adeG
WP_031992897	adeG
WP_042760767	adeG
WP_031991008	adeG
WP_031974784	adeG
WP_031952375	adeG
WP_086262084	adeG
WP_032021318	adeG
WP_031990903	adeG
WP_031988943	adeG
WP_031990387	adeG
WP_032002480	adeG
WP_086379662	adeG
WP_032059650	adeG
WP_001027066	adeG
WP_001027054	adeG
WP_001027064	adeG
WP_031962098	adeG
WP_032019896	adeG
WP_032040416	adeG
WP_032017217	adeG
WP_032021527	adeG
WP_032018489	adeG
WP_021511563	adeG
WP_031994685	adeG
WP_031954166	adeG
EMU13772	adeG
WP_046127651	adeG
WP_001027051	adeG
WP_032022787	adeG
WP_032028244	adeG
WP_032058091	adeG
CAP00807	adeG
WP_031964434	adeG
WP_031950040	adeG
OWW89513	adeG
WP_087606871	adeG
WP_004746610	adeG
WP_031966230	adeG
WP_098715089	adeG
WP_032022160	adeG
WP_001027053	adeG
WP_024433602	adeG
WP_004834353	adeG
WP_032014728	adeG
WP_019457147	adeG
WP_077162996	adeG
WP_039250896	adeG
WP_086496112	adeG
WP_068933479	adeG
WP_032035685	adeG
WP_077169431	adeG
WP_017480757	adeG
WP_005068239	adeG
WP_032062826	adeG
WP_078221154	adeG
WP_039758929	adeG
WP_077164460	adeG
WP_068613578	adeG
WP_057070115	adeG
WP_032055439	adeG
WP_078225144	adeG
WP_056481168	adeG
WP_017398597	adeG
WP_069031184	adeG
WP_086376953	adeG
WP_081173184	adeG
WP_068530787	adeG
WP_057105888	adeG
WP_005073442	adeG
WP_033847641	adeG
WP_081311851	adeG
WP_004700480	adeG
WP_057074421	adeG
WP_046811641	adeG
WP_080027504	adeG
WP_002118118	adeG
WP_069036082	adeG
WP_032012411	adeG
WP_064785276	adeG
WP_049069421	adeG
WP_032004606	adeG
WP_005039334	adeG
WP_069140765	adeG
WP_016145911	adeG
WP_017386533	adeG
WP_014207234	adeG
WP_016140472	adeG
WP_032005294	adeG
WP_086313367	adeG
KKC45208	adeG
WP_086227483	adeG
WP_068543543	adeG
WP_031948921	adeG
WP_057095732	adeG
WP_057073509	adeG
WP_032052286	adeG
WP_005307082	adeG
WP_045430103	adeG
WP_017387970	adeG
WP_092706254	adeG
WP_086376139	adeG
WP_003650659	adeG
WP_031968620	adeG
WP_057062036	adeG
WP_063099233	adeG
WP_017391958	adeG
WP_009390010	adeG
WP_057076661	adeG
WP_004791178	adeG
WP_042897203	adeG
WP_005046079	adeG
WP_032053372	adeG
WP_016137534	adeG
WP_004643487	adeG
WP_016652790	adeG
WP_016541853	adeG
WP_004805372	adeG
WP_005217793	adeG
WP_005239020	adeG
WP_032866500	adeG
WP_065342561	adeG
WP_023270518	adeG
WP_005321682	adeG
WP_032874241	adeG
WP_062848281	adeG
WP_043973130	adeG
WP_005292486	adeG
WP_050040710	adeG
WP_005190623	adeG
WP_005058526	adeG
WP_005273572	adeG
WP_005205233	adeG
WP_004773538	adeG
WP_005258698	adeG
WP_087548269	adeG
WP_016164414	adeG
WP_046739551	adeG
WP_047428916	adeG
WP_005150848	adeG
WP_004654895	adeG
WP_005211215	adeG
WP_005287472	adeG
WP_005053445	adeG
WP_009514903	adeG
WP_023013980	adeG
WP_061392813	adeG
WP_018676916	adeG
WP_004880968	adeG
WP_061518300	adeG
WP_061525452	adeG
WP_007481322	adeG
WP_000010636	adeF
WP_005123578	adeF
WP_032050923	adeF
AOM85245	adeF
WP_031951175	adeF
WP_000010637	adeF
WP_031992413	adeF
WP_031995016	adeF
WP_000010642	adeF
WP_004834356	adeF
WP_031962668	adeF
WP_071243443	adeF
WP_031962469	adeF
WP_032039908	adeF
WP_057690621	adeF
WP_075703292	adeF
WP_075874788	adeF
WP_032025664	adeF
WP_031995752	adeF
WP_065708179	adeF
WP_039212168	adeF
WP_071209681	adeF
WP_096640812	adeF
WP_064191404	adeF
WP_004739459	adeF
WP_032045743	adeF
WP_032019894	adeF
WP_005138439	adeF
WP_004746611	adeF
WP_049594486	adeF
WP_065725542	adeF
WP_000010645	adeF
WP_057094588	adeF
WP_000010639	adeF
WP_032009467	adeF
WP_032015350	adeF
WP_000010648	adeF
WP_031965591	adeF
WP_031989706	adeF
WP_045900496	adeF
WP_070163144	adeF
WP_075400067	adeF
WP_031976547	adeF
WP_038347927	adeF
WP_098713964	adeF
WP_032049540	adeF
ALH22602	adeF
WP_023896424	adeF
WP_031993178	adeF
WP_000010649	adeF
WP_000010640	adeF
WP_000010647	adeF
WP_086442486	adeF
WP_032014727	adeF
WP_078224018	adeF
WP_057063698	adeF
WP_005134959	adeF
WP_065184631	adeF
WP_062936602	adeF
WP_000010633	adeF
WP_000010632	adeF
WP_032033326	adeF
WP_024433603	adeF
WP_032029994	adeF
WP_002059001	adeF
WP_021511564	adeF
WP_000010646	adeF
WP_031996802	adeF
WP_000010644	adeF
WP_004840634	adeF
WP_071226187	adeF
WP_005128253	adeF
WP_002131964	adeF
WP_002045827	adeF
WP_017393822	adeF
WP_057065953	adeF
WP_000010643	adeF
WP_033855468	adeF
WP_087606870	adeF
WP_031982652	adeF
WP_032041457	adeF
WP_002049211	adeF
WP_039247107	adeF
WP_031952939	adeF
WP_004886191	adeF
WP_032010222	adeF
WP_004707806	adeF
WP_022575371	adeF
WP_016804383	adeF
KKZ47371	adeF
WP_017386532	adeF
WP_079432481	adeF
WP_057084841	adeF
WP_078225143	adeF
WP_032053373	adeF
WP_086265834	adeF
WP_057070114	adeF
WP_068929511	adeF
WP_087399943	adeF
WP_046811640	adeF
WP_068613581	adeF
WP_068563358	adeF
WP_057074422	adeF
WP_086376952	adeF
WP_039758925	adeF
WP_009389933	adeF
WP_068530785	adeF
WP_069036083	adeF
WP_057076660	adeF
WP_002118221	adeF
WP_063099232	adeF
WP_033847639	adeF
WP_057062035	adeF
WP_004700481	adeF
WP_086355383	adeF
WP_069031183	adeF
WP_032055441	adeF
WP_069140764	adeF
WP_005068241	adeF
WP_068561861	adeF
WP_032004607	adeF
EXH35622	adeF
WP_039250898	adeF
WP_019457146	adeF
WP_086394941	adeF
WP_069123714	adeF
WP_044101020	adeF
WP_068933478	adeF
WP_017480758	adeF
WP_014207233	adeF
WP_017398596	adeF
WP_032012412	adeF
WP_086399182	adeF
WP_078221153	adeF
WP_077164461	adeF
WP_016145910	adeF
WP_017391959	adeF
WP_032052285	adeF
WP_064785277	adeF
WP_049066204	adeF
WP_077169430	adeF
WP_032035683	adeF
WP_005046081	adeF
WP_042897201	adeF
WP_013197220	adeF
WP_004791180	adeF
WP_075383604	adeF
WP_086496111	adeF
WP_017387971	adeF
WP_081173186	adeF
WP_092706252	adeF
WP_080027503	adeF
WP_062849894	adeF
WP_016137535	adeF
KKC45207	adeF
WP_016140473	adeF
WP_005307079	adeF
WP_087087754	adeF
WP_003650661	adeF
WP_045430106	adeF
WP_005039336	adeF
WP_004643486	adeF
WP_016541852	adeF
WP_050040708	adeF
WP_065342560	adeF
WP_023270517	adeF
WP_032866502	adeF
WP_046739552	adeF
WP_004654893	adeF
WP_043973134	adeF
WP_069576130	adeF
WP_070076284	adeF
WP_005273575	adeF
WP_005150846	adeF
WP_005292488	adeF
WP_005258696	adeF
OJU91397	adeF
WP_005321684	adeF
WP_005190620	adeF
WP_033134766	adeF
WP_061525451	adeF
WP_047428914	adeF
WP_062848280	adeF
WP_032874238	adeF
WP_005231483	adeF
WP_004805373	adeF
WP_004773537	adeF
WP_005205230	adeF
WP_016164413	adeF
WP_061518299	adeF
WP_005058529	adeF
WP_005211217	adeF
WP_018676915	adeF
